,Unnamed: 0,comment_text,id,identity_hate,insult,obscene,set,severe_toxic,threat,toxic,toxicity
5744,54626,  i still don t think unlettered should appear in the infobox beside education as that is over simplifying the situation  i m all in favour of this fact and its significance as determined by scholars appearing in the article  though talk to me  ,9207d8aecdf139b3,0.0,0.0,0.0,train,0.0,0.0,0.0,0
117137,107962,or else it is in violation of wp synthesis and wp or we are not here to make debates but simply insert reliable sources the introductions from encyclopaedia of islam  encyclopaedia iranica and encyclopaedia britannica can provide a good guidelines as well ,4117d9e071f285d6,0.0,0.0,0.0,train,0.0,0.0,0.0,0
1399,28031,  before the israelis had f s,4a275e4f0537b1eb,0.0,0.0,0.0,train,0.0,0.0,0.0,0
106206,4263,link to wikimedia commons,0b61e612bef4693e,0.0,0.0,0.0,train,0.0,0.0,0.0,0
92901,124111,i ll admit i find this analysis rather strange myself but i looked it up at surlalune fairy tales and apparently it s copied almost literally from there  some literary analyst who dissected this fairy tale came up with it ,97cc455611d2fd5a,0.0,0.0,0.0,train,0.0,0.0,0.0,0
144412,57300,u my fat furry friend are a  cunt  stop fuck  in talkin,99359522d8da9c96,0.0,1.0,1.0,train,0.0,0.0,1.0,1
46015,112646, something sinister  blar blar  lemming ,5aa4bb2d41eede76,0.0,0.0,0.0,train,0.0,0.0,0.0,0
64487,32177,arion  you are confusing neutrality with factuality  being neutral does not mean one must abandon all tests for truth  or be tolerant of misrepresentations of fact  and i shall repeat once again that you should absolutely not be editing this article  since as a homeopath you are clearly an interested party  that s coi ,558d254644d33596,0.0,0.0,0.0,train,0.0,0.0,0.0,0
94352,99637,i nominated it with a  and g i think i am right with both  your thoughts ,150e93d7cea6f052,0.0,0.0,0.0,train,0.0,0.0,0.0,0
117934,7369,paul byrd  why did you undo my constructive edits to the paul byrd article  it is well known that he has a pig nose and mentions it in his book ,1393dd7d8403503d,0.0,0.0,0.0,train,0.0,0.0,0.0,0
99610,133472,improbable a person mining mineral coal is a collier  so is a coal ship a wood collier is a person who made coal  i e  charcoal  from wood conceivably the two might have the same indo european root ,ca0bfc9b8716c059,0.0,0.0,0.0,train,0.0,0.0,0.0,0
5411,81313,  i m not sure the etymology of the word has much to do with it  the idea of religious police is pretty common on one level or another in almost all islamic countries  it takes various forms depending on what the government decides to do  naturally  the more religious theocratic the government  the more likely it ll be a full branch of the police or even its own group  take its incarnation in saudi arabia and compare it to the village enforcement groups found in northern pakistani villages  for instance  or the versions in egypt and yemen  which have  at least at this point  more to do about making sure that the only version of islam practiced is the state sponsored one  overall  the fact remains that many islamic nations have religious police of some form or another  and leaving out the fact that it is not an institution unique to saudi arabia is inaccurate  as is claiming that it only exists in saudi arabia and iran ,d97e8e2bcee0db5a,0.0,0.0,0.0,train,0.0,0.0,0.0,0
71912,157897,create an account ,e57dc7c26b5ddd90,0.0,0.0,0.0,train,0.0,0.0,0.0,0
139507,110644,the same group of scum bag tandem editors that have controlled and now want to misrepresent any and all articles connected with technocracy issues even to the point of trying to delete the article now  http en wikipedia org wiki user talk johnfos the signpost october http en wikipedia org wiki user talk epipelagic http en wikipedia org wiki user talk beagel http en wikipedia org wiki user talk lawrencekhoo  mostly they collude to give bad information  tab the same group of tandem editors from several years ago still try and control this article  they want to eliminate an article about one of the major social movements the group that started it wikipedia is known for special interest control and buddy editing  its a pity and the reason a serious article on an important american group is being tried to be done away with by tandem editors that obviously object for some reason to the content  the past clearly shows the same team of tandem editors here  beagle and johnphos are tandem editors as is lawrencekhoo and epipelagic  one of the most significant groups in american history and they want to get rid of the article  its pathetic and shows the weakness of en  wikipedia  lawrencekhoo is a mainstream economist who ax grinds economic articles google his name for his economic  beliefs  gino,4fe4b4b8c951cdb6,0.0,0.0,0.0,train,0.0,0.0,0.0,0
154987,123815,yes that was indeed me  i have signed it now ,964a27770dbbed46,0.0,0.0,0.0,train,0.0,0.0,0.0,0
73504,36042,did anybody call for a webslinger ,60513a0e9c9714d8,0.0,0.0,0.0,train,0.0,0.0,0.0,0
101253,106414,is there someone who can tell me how to download maupiti island  the full game im so tired of looking for it please send me mail at ophelie chiaraditofifi hotmail fr  thank u in advance and have a nice day  ,394f07c52fc2e030,0.0,0.0,0.0,train,0.0,0.0,0.0,0
82726,86772,hello  did you not read the above or the article  it doesn t show up in unicode  and it s not a separate character  it s just the zero ,e81f1374b6838771,0.0,0.0,0.0,train,0.0,0.0,0.0,0
151938,30455,wikipedia articles for deletion robert stanco hi there  it seems you would like this deletion discussion blanked  we have a procedure for this  wikipedia deletion policy courtesy blanking  as old deletion debates often get highly ranked by google and can be embarrassing to those concerned  so i have blanked the page for you  cheers ,50d1d9499469716d,0.0,0.0,0.0,train,0.0,0.0,0.0,0
12320,42317,  trans lation  i  personally  would dispute that  sex ity is even a continuum  i would agree that hetero sex ity  definded as procreation  has been the norm  defined as common and or typical  throughout history  even normative  defined as prescriptive  since you also include marriage  i would need to be convinced and thus currently disagree on that point also  you of course will remember the second part from our previous disagreements and discussions  however  we need to find sources before we make such assertions in articles  and i will oppose their addition until cited  however  as it is common knowledge wikipedia npov tutorial neutral language i would support the addition of  hetero sex ity  definded as procreation  has been the norm  defined as common and or typical  throughout history aug utc  ,70ec8667aa3e761a,0.0,0.0,0.0,train,0.0,0.0,0.0,0
143923,34127,tried to add queensland party website queenslandparty org au  added party website http w queenslandparty org au but some mindless autobot deleted it  these webcrawlers are useless  they just waste precious time  i am not going to fix it again ,5b0c05bf14113215,0.0,0.0,0.0,train,0.0,0.0,0.0,0
60466,14195,agree  let s keep this article since it uses the common name general motors  lets merge the general motors llc article into this article  they contain the same information  the new general motors llc articile is not needed  there is also the history of general motors and the general motors chapter reorganization article this article is not needed ,2577301f6ef10aa0,0.0,0.0,0.0,train,0.0,0.0,0.0,0
126720,40414,rude deletion of a life saving article  you  sir  are the ruiner of a good time  i tried to make a solid  well written and informative page about a good friend of mine  i wrote it to show him the finer points of his life and how full of worth he is  he was contemplating suicide  well  when it was quickly deleted  it was the last push of rejection he needed  thanks guy  i have no page  and no best friend  i appreciate you ruining my life  sincerely  lonely murachel  ,6bd74623e85a8295,0.0,0.0,0.0,train,0.0,0.0,0.0,0
66082,68690,barnstar thank you very much for the barnstar  it is sincerely appreciated ,b7c04e4c25c224ad,0.0,0.0,0.0,train,0.0,0.0,0.0,0
159429,154762,yup  all seems sorted  as an added bonus  this impersonators tagging cause me to add a few refs to the article on the town of tampaksiring where the senang hati foundation is located  i had forgotten all about president soekarno s tampaksiring presidential palace and so i added a bit about it  an additional bit that i can t add lacking a source besides locals who told me about it is that bung karno built the palace overlooking a water temple where young balinese women bathed for the view  soekarno had quite the reputation for his conquests ,b2f9d76447217e87,0.0,0.0,0.0,train,0.0,0.0,0.0,0
15649,2738, after studying the phenomenon of electrolysis in the anglo irish physicist g  johnstone stoney suggested that there existed a single definite quantity of electricity  he was able to estimate the value of the charge e of a monovalent ion by means of faraday s laws of electrolysis this means that chemistry is part of the definitio if the electron  the value of charge  was equated to faradays laws of electrolysis  there should be an section in the electron article on chemistry and if your going to mention obscure virtual electrons why not mention chrystal fields  because that is fundamental to chemistry if your going to mention quantum physics  why cant you mention quantum chemsitry  because i think chemistry is just as important to physics if not more important and i think there should be a section on electrolysis  ,075aa080f410a458,0.0,0.0,0.0,train,0.0,0.0,0.0,0
17121,89727, aquemini  dude  you appeared at the right time  i was about to ask you if you could help me with writing credits on the track listing section  i also collected some sources in i know it s not much  but you might find them helpful  by the way  congratulations on getting some outkast albums to ga status  cheers  ,f00a2191c5ed25a4,0.0,0.0,0.0,train,0.0,0.0,0.0,0
116838,120230,ooh  good point  unless he had it on a timer  what s up  doc  carrots ,830b3e9b9c440b45,0.0,0.0,0.0,train,0.0,0.0,0.0,0
50542,71338, there is a balance issue here  the black buck raids section is peppered with wikilinks and unless the reader suffers from a very bad memory  two of the wikilinks are superfluous  i m convinced that strategic wikilinks are in order  combined with argentine replacing aaf when possible  regards  ,bef6a9b07f0c797f,0.0,0.0,0.0,train,0.0,0.0,0.0,0
95802,76871,i think that last sentence is key  yeah  i m not claiming it s as popular as doctor who or x files at its height  but a significant number searching here are looking for the tv show ,cddab92f6186051f,0.0,0.0,0.0,train,0.0,0.0,0.0,0
125113,52137,relations to kathy beale i would like to begin by apologising if i have upset and annoyed people  that has never been my intention  my only intention is to contribute towards wikipedia and improve articles involving subjects which i am particularly interested in  however  just because i have been  block  for my actions  that will not stop me from standing up for what i believe is completely right and trying to forge a consensus on facts which i believe certain editors are deliberately ignoring  i will start with kathy beale and why she should be included  those of you who have been watching eastenders for a very long time will recall  that kathy had a major involvement in the ian s custody case  i will use a few sources  http w youtube com watch v hyit xvhnd  http w youtube com watch v z fs vfluey playnext list  pl bitch f feature  results video http w youtube com watch v  ar iqedmwm these links is kathy s direct involvement in trying to rescue the beale kids from cindy beale  http w youtube com watch v  cvgcs c vw this link shows that kathy was involved in the storylines regarding lucy and mel owen  often having to look after the kids when ian was very depressed a very important storyline  http w youtube com watch v tsixlvydat  http w youtube com watch v hx tcftwp q http w youtube com watch v  kyf xojl http w youtube com watch v wp ny upexc these show kathy s strong involvement with all her grandchildren lucy  peter and steven  she even had to go to court for them  all of that is aside from the babysitting  family meals  christmases and her death which had an effect  i will make my edit  and i hope afer watching all these clips  people will come to realise what i mean and what we can come to an agreement  i d go as far as to argue that kathy is more involved to lucy s storylines  than bev williams in fact that is a fact  so let us all take stock ,8b7b4822ab7f0010,0.0,0.0,0.0,train,0.0,0.0,0.0,0
68749,108399,can  chomsky agrees with the official u s  military definition of terrorism  see his talk at mit after september th you are not a lonely  but i would suggest you read his own work before forming an opinion dec utc ,437d4d1529306240,0.0,0.0,0.0,train,0.0,0.0,0.0,0
54297,56957, welcome hello  satyam majhi  and welcome to wikipedia  thank you for your contributions  i hope you like the place and decide to stay  here are some pages that you might find helpful  the five pillars of wikipedia tutorial how to edit a page and how to develop articles how to create your first article  using the article wizard if you wish  manual of style i hope you enjoy editing here and being a wikipedian  please sign your messages on discussion pages using four tildes this will automatically insert your username and the date  if you need help  check out wikipedia questions  ask me on my talk page  or ask your question on this page and then place help me before the question  again  welcome  talk email ,983ca3529644fa8d,0.0,0.0,0.0,train,0.0,0.0,0.0,0
66981,106281,birthday her birthday is listed as december in one part of the article and december in another  some help here ,38aa76c2d4b40bf4,0.0,0.0,0.0,train,0.0,0.0,0.0,0
21011,85633, dan  sorry i ve been away from the computer today having just seen the oppose all i can say is thank goodness we had the peer review one challenge when an article has multiple authors editors is that inconsistencies in the format of citations and references is gonna happen i ll try to help on monday  sunday will be bad for me too  if certain things still need to be addressed  ,e50937b40e285e48,0.0,0.0,0.0,train,0.0,0.0,0.0,0
8404,52969,  note to reviewing administrator  these are the edits that resulted in the above block and talk  ,8d93ca7ebd8fb45c,0.0,0.0,0.0,train,0.0,0.0,0.0,0
104751,129977,just wondering about the orm s who broke away in or about ad does anybody know what became of them tildes,b74f4fbb527834b7,0.0,0.0,0.0,train,0.0,0.0,0.0,0
48738,139295, thankyou  thank you for helping me become accustomed to wikipedia  we can make a great team in the future i m sure  ,e97df4832738e937,0.0,0.0,0.0,train,0.0,0.0,0.0,0
14225,64913,  you may think as you want with your block log  anyway look here  http en wikipedia org wiki wikipedia requests for adminship khoikhoi  lol oppose questionable block history  plus i ve previously encountered this user revert warring at germanic peoples  so until i can be otherwise inclined to change my mind  oppose  wp ea e t c  at utc do you have some evidence  ie  can you show me the links to these edit wars please  chat oppose edit wars  oppose he has been in edit wars since he came here was banned several times and always tries to push his pov in articles also always disturbs the turkish users  oppose is right  he always has problems with turkish editors  oppose so far from the administration oppose edit wars and pov pushing on articles concerning macedonian issues  oppose as realek  oppose some sort of edit warring occurred less than two weeks ago not comfortable with promotion yet  more learning time is always good  oppose this user pov pushes  greek pov  the articles related to macedonia  oppose pov push in articles regarding macedonia march utc  oppose mainly for edit warring and pov push  weak oppose i am hesitant about adminship for anyone who has an easily defineable pov bias  especially a nationalistic one  strongly oppose  unfortunately this user only keeps pushing his pov  i have provided some links below  he facttionalize the discussions talk oppose track record is in poor shape reply oppose this user always has problems with turkish editors  oppose ths user doesn t know the difference between a greek pov and the truth  macedonia oppose  i agree that he keeps his cool  but revert wars seem to attract him  or he attracts them i saw him on persian people doing the same  i m not sure if a person who so quickly takes sides in different disputes would make a good admin  talk  oppose  does a lot of good work  but edit warring far too recently  and may be a pov purveyor  also  i am concerned that some of his email correspondences with other editors  mentioned on his talk page  may concern wikipedia article discussions  which would be highly innapropriate  either way  not ready for the responsibility just yet imho  oppose i searched this users edits about turkey related pages  which are a lot and i think he is not neutral at all  the most disturbing thing is that this user seems to be too certain for many subjects which really really contain many uncertainties  i am from turkey and i am not so certain and strict about many turkey related problems which i know and search about for years  i know they are very complicated  i know that many things the turkish goverment and people assert are not true  and many of the opposers are not also  so the only thing this behaviour tells me that whether this user has a narrow view over these subjects or is not trying to be neutral at all ,adb4e26b6406f68a,0.0,0.0,0.0,train,0.0,0.0,0.0,0
78278,142288,first the bad news  insisting gets you nowhere around here  and only alienates people  now the good news  your material on bjorn lomberg has been discussed in top drawer reliable sources such as the times  when and if your material on ait is similarly discussed  it can be considered for inclusion here  but until then  we have to follow wp sps ,f90f7a366de5aa06,0.0,0.0,0.0,train,0.0,0.0,0.0,0
144913,77658,unfortunately  as mentioned  the sides aren t working to a consensus  whenever a valid point is raised  the opposing side vetos it  attacks it with wikilawyering  and sometimes deletes it unitlaterally ,d007055ff869ec56,0.0,0.0,0.0,train,0.0,0.0,0.0,0
101601,151076,it doesn t end anything  that could be completely photoshopped page goes by proof and consensus consensus has been it stays sans crane you are the only one still insisting it be moved even the move page has it noted as contested ,76f5e640ace0c3e5,0.0,0.0,0.0,train,0.0,0.0,0.0,0
72342,46153,dana scallon  does any one moniter you phil  first you add  then you delete  then you re add the same information  then you delete each time citing a different reason your latest removal of reference to heart beat records as copyright owner stated the reason you removed it was because it was being contested in court  this was after you took it off and then came back and added it regardless  the reason you cite for your actions this time is inaccurate  the copyright owner hearbeat records  has sued another party for violating copyrights that they own  there are no suits against them or legal proceedings where someone has contested their ownership  where do you get this from  please cite your source as the only public information availabe is the law suit in which heart beat has sued another party for violating copyrights they own in as verified by the us copyright office i simply do not understand how you come up with your reasoning to not cite heart beat as the official copyright holder of the cd s that are listed under the us copyright office it seems you have a history of creating your own facts phil and i do not believe wikipedia was created for that  nice language outstanding example you are for wikipedia phil  to use the f word in such a public way why not respond to questions and why use more foul language why do you have to use fould language on such a public site where children can come and see ,7b4f5353115b08ce,0.0,0.0,0.0,train,0.0,0.0,0.0,0
38387,70873, october utc i agree that the quotations have an agenda behind them  perhaps they can go on the nomination page with other notable comments ,bdb054ae047b546f,0.0,0.0,0.0,train,0.0,0.0,0.0,0
152088,159370,wikipedia is not a mere collection of weblinks see wp not for more about this  it isn t a place to link to other wiki s links must be encyclopedic and relevant  see wp el and wp spam for more too  hope this helps talk,fc91c49055ade306,0.0,0.0,0.0,train,0.0,0.0,0.0,0
112215,121556,no i like section and i ll keep using it your blocks are ineffective so please don t bother with those empty threats ,8a59fdd5af991f0f,0.0,0.0,0.0,train,0.0,0.0,0.0,0
73943,124549,disruptive editing is it  you mean removing the vandalism by the user who reported me  the user who enters information into an article  even though numerous contributors have given references  and then that user removes the references and reinstalls what they wrote because its what they want  yeah stuff official references by the actual band and the person who produced the band  this editor knows the real deal and other contributors and myself who requested him her to stop this nonsense are the disruptive editors bull  shit you re a  shit  admin ,9a56ad839aa0f634,0.0,1.0,1.0,train,0.0,0.0,1.0,1
13362,38500,  which really stings while,66bd562e4097a256,0.0,0.0,0.0,train,0.0,0.0,0.0,0
82977,22083,hello andrew  virgil from unrv  and wikipedia just ran across your name and discovered you here  thought i d pop in and say hello  look forward to reading some of your contributions ,3a39477267d48aef,0.0,0.0,0.0,train,0.0,0.0,0.0,0
159017,141784,your obessed with user knowig what the fuck is wrong with you  seek psyriatric help,f68bcc59dcaa8fb2,0.0,0.0,1.0,train,0.0,0.0,1.0,1
119064,22225,please do not add inappropriate external links to wikipedia  wikipedia is not a mere directory of links nor should it be used for advertising or promotion inappropriate links include  but are not limited to  links to personal web sites  links to web sites with which you are affiliated  and links that exist to attract visitors to a web site or promote a product see the external links guideline and spam policies for further explanations of links that are considered appropriate if you feel the link should be added to the article  then please discuss it on the article s talk page rather than re adding it  see the welcome page to learn more about wikipedia  thank you  talk ,3aa202c9f4d9e4e4,0.0,0.0,0.0,train,0.0,0.0,0.0,0
49135,144836, the before you block this account was in reference to my obvious sock it s worth throwing away to alert people to bad practice  pov folks  using wikipedia as a circular reference  creating and recreating a deleted blp vio etc etc ,132c804bae35e04c,0.0,0.0,0.0,train,0.0,0.0,0.0,0
41992,120851, prevent authors from advertising you re kidding right  benefit of the doubt response  you are doing a really  really shit job considering john major jenkins just in from a wikiwacker july senor cuete  talk contribs bytes mardyks  you need to adjust your medication  undo case closed  bye  bye losers  ,868acde3c06224a2,0.0,0.0,0.0,train,0.0,0.0,1.0,1
148557,137493,well sort of see hd b  it s not in our solar system though  and aparently only an unofficial designation ,dfb668226e681b2f,0.0,0.0,0.0,train,0.0,0.0,0.0,0
95272,4292,i still don t like it  the cropped photo bothers me even more  by the way  please discuss on my talk page why you keep vandalizing the zootopia image ,0b725265b562fe8c,0.0,0.0,0.0,train,0.0,0.0,0.0,0
64021,26190,arabic like you stated  the fact is that,4554ae798c4d41c3,0.0,0.0,0.0,train,0.0,0.0,0.0,0
122305,152457,rambling man talk march ,8db6590cd647c921,0.0,0.0,0.0,train,0.0,0.0,0.0,0
108322,110296,maybe you should read over your messages it s blatantly easy to see your big head is getting in the way of others hard work  wikipedia needs less of your bigot  intuition many people are upset with your work  pull your thick fuck  ing skull in before someone else does it for you ,4e15c6956f19d9ec,0.0,1.0,1.0,train,0.0,0.0,1.0,1
37227,95369, no images vote here to remove all poo pix,fefa5ee76f4be95f,0.0,0.0,0.0,train,0.0,0.0,0.0,0
43258,49949, regarding consensus but wikipedia s consensus practice does not justify stubborn insistence on an eccentric position combined with refusal to consider other viewpoints in good faith  with respect to good faith  no amount of emphasized assertions that one is editing according to wikipedia neutral point of view while engaging in biased editing will serve to paper over the nature of one s activities  at times  a group of editors may be able to  through persistence  numbers  and organization  overwhelm well meaning editors and generate widespread support among the editors of a given article for a version of the article that is inaccurate  libelous  or not neutral  e g  giving undue weight to a specific point of view  this is not a consensus  from i found these passages particularly relevant you seem to consider everyone with a different viewpoint as a troll  and you continually revert edits in a way that makes sure the article is biased in favor of furries  ,858ef816b940c481,0.0,0.0,0.0,train,0.0,0.0,0.0,0
6235,69999,  i would suggest that the second sentence is unsourced and should be deleted talk contributions  ,bb4796932a383656,0.0,0.0,0.0,train,0.0,0.0,0.0,0
121502,35562,proposed deletion of silas agara hello  familyoriola  i wanted to let you know that i m proposing an article that you started  silas agara  for deletion because it s a biography of a living person that lacks references  if you don t want silas agara  to be deleted  please add a reference to the article  if you don t understand this message  you can leave a note on my talk page  thanks ,5f071e8b5267ee74,0.0,0.0,0.0,train,0.0,0.0,0.0,0
75991,42254,edits fine as you can t bring yourself to actually talk reasonably on here and admit you were wrong  i will edit the ronettes discography when it s unprotected and add the reference in then ,70bdb1ae150f3924,0.0,0.0,0.0,train,0.0,0.0,0.0,0
19965,59384, class messagebox standard talk id talkheader align center style text align center background color f colspan style border bottom  px solid  c c background color f eaba this is the talk page for discussing changes to the  article style background color f  text align left please sign your comments using four tildes place comments that start a new topic at the bottom of the page and give them a  descriptive  header if you re new to wikipedia  please see welcome to wikipedia and frequently asked questions  style background color f  width talk page guidelines  please respect etiquette  assume good faith and be nice  ,9f0fb80201ad0968,0.0,0.0,0.0,train,0.0,0.0,0.0,0
66800,16078,bhtbby fhy why do you help that year old she s too young to understand wikipedia she should be kicked off,2a705e75cadbd3ab,0.0,0.0,0.0,train,0.0,0.0,0.0,0
131765,101530,stop following me i am so sick of you looking at my every move your a fuck  ing faggot who should get a real life your just a loser who watches soap operas ,1f62fbf4c8564612,0.0,1.0,1.0,train,0.0,0.0,1.0,1
35822,84342, michael sorry  revert on sight means revert on sight  i don t care how good michael s supposed edits are  he s not to be an editor if at all possible like i said  i don t mind if somebody else adds those things in  but i don t want him to be the editor of record  k jun utc  ,e18ef3f6fbdac4b5,0.0,0.0,0.0,train,0.0,0.0,0.0,0
115898,117323,ok it s been like a day  and since this is a fa  i m guessing it s watched well enough that there aren t any major objections  i ll be going ahead  and checking off the items on the list above as i complete them with a of course  if there are feedback or objections  i d like to hear it ,72ea8972b7b0ea79,0.0,0.0,0.0,train,0.0,0.0,0.0,0
78114,43167,fine arts is there a reason that this page omits any mention of fine arts degrees at drake  to read this page one would think that there are no music  theatre  or art departments  much less majors in those fields  last i knew these were majors in the college of arts and sciences ,73363f64f7eeac76,0.0,0.0,0.0,train,0.0,0.0,0.0,0
25830,127640, having all will be superbly long  apparently the article has major roads  which do not conform to the grid pattern and minor streets with documented history or etymology  are listed below  listed on it s lead  now there s an issue  cause that text is the main point of the article  so renaming it maybe an issue  cheers  gt  ,aab6c9b22a135062,0.0,0.0,0.0,train,0.0,0.0,0.0,0
106024,40673,librairie l insoumise added to ap ,6c8f2ee93f526ec3,0.0,0.0,0.0,train,0.0,0.0,0.0,0
79342,79200,further  i just added an additional source to gq magazine  it interviewed frank lindh and he told them he recently re married to his male partner of years  before prop passed in california banning  gay  marriage ,d3fd90ae93331e52,0.0,0.0,0.0,train,0.0,0.0,0.0,0
32936,148993, jan utc  ,55420fb835113922,0.0,0.0,0.0,train,0.0,0.0,0.0,0
49228,49343, the claimed density that s on the page km is not even close to the following claim  supposedly the highest population density ever recorded worldwide monaco s density is km ,83ede7458734739b,0.0,0.0,0.0,train,0.0,0.0,0.0,0
83976,3142,hey  it is my judgement in the matter of david tombe that you wikipedia editors do not like to actually receive criticism  but you do like to dish it out in a nasty and abusive manner  you have to change this attitude on your part  your attitude is that everyone has to agree with the consensus  even if it is demonstrably wrong  in my experience david is absolutely right in what he says  you guys are of course wrong  you prevent correction of your obviously wrong errors by blocking this legitimate criticism  that is why your efforts are worthless and wikipedia is just not usable as a source except to cite misinformation on a topic that is being disseminated  every day i find  dumb  stupid or just plain false statements on wikipedia  i think it should be banned as it is not accurate in any way that i can determine  your blocking policy seems to be the source of the continued errors in wikipedia  i dont reccomend any one using it for any reason  it is just plain innacurate ,0878fbd30d4aa6fe,0.0,0.0,0.0,train,0.0,0.0,0.0,0
37817,18940, note i have emailed christopher ward s marketing department for more info for this article  if they respond with a bunch of material  and with permission for me to do so  i ll chuck it here on talk page first centric  ,3200b2d56dc40c40,0.0,0.0,0.0,train,0.0,0.0,0.0,0
57174,57136, you do not know the history behind  arpad is a fascist user permanently creating sockpuppets and permanently placing explicit ethnic insults  he called me primitive shephard without special motivation  he also places fascist texts and ethnic propaganda on the talk pages without any relation to the topic of the article or to the topic being discussed  unless someone blocks his account i will continue to remove any such spam  ,98c14d99e4a9a740,0.0,0.0,0.0,train,0.0,0.0,0.0,0
